"school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","guardian","traveltime","studytime","schoolsup","famsup","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","n","id.p","id.m","failures","paid","absences","G1","G2","G3","failures.p","paid.p","absences.p","G1.p","G2.p","G3.p","failures.m","paid.m","absences.m","G1.m","G2.m","G3.m","alc_use","high_use","cid"
"107","GP","F",17,"U","GT3","A",4,4,"other","teacher","home","mother",2,2,"yes","yes","no","yes","yes","no","no",4,1,4,1,1,1,2,1008,2008,0,"no",4,8,9,10,0,"no",2,10,13,13,0,"no",6,6,5,6,1,FALSE,3107
"108","GP","F",17,"U","GT3","T",1,1,"at_home","other","course","father",1,2,"no","yes","no","no","yes","yes","no",5,3,3,1,1,3,2,1002,2002,0,"no",3,7,8,8,0,"no",2,9,11,11,0,"no",4,5,5,6,1,FALSE,3108
"109","GP","F",17,"U","GT3","T",1,1,"at_home","other","reputation","mother",1,3,"no","yes","yes","yes","yes","no","yes",4,3,4,1,1,5,2,1236,2222,0,"no",6,9,8,6,0,"no",12,12,12,12,1,"no",0,6,5,0,1,FALSE,3109
"110","GP","F",17,"U","GT3","T",1,1,"at_home","services","course","mother",1,2,"no","no","yes","yes","yes","yes","no",5,3,3,1,1,3,2,1206,2192,0,"no",0,10,10,10,0,"no",0,12,11,12,0,"no",0,8,8,9,1,FALSE,3110
"111","GP","F",17,"U","GT3","T",1,1,"other","other","course","mother",1,2,"no","yes","no","no","yes","no","no",4,4,4,1,3,1,2,1217,2203,0,"no",2,12,12,12,0,"no",0,14,15,15,0,"yes",4,9,9,10,2,FALSE,3111
"112","GP","F",17,"U","GT3","T",1,1,"services","teacher","reputation","mother",1,3,"no","yes","no","yes","yes","yes","no",4,3,3,1,1,3,2,1334,2288,0,"no",3,13,12,13,0,"no",0,13,13,14,0,"yes",6,13,12,12,1,FALSE,3112
"113","GP","F",17,"U","GT3","T",2,2,"at_home","at_home","course","mother",1,3,"no","yes","yes","yes","yes","yes","no",4,3,3,1,1,4,2,1234,2220,0,"no",2,10,11,12,0,"no",0,12,12,13,0,"yes",4,9,10,10,1,FALSE,3113
"114","GP","F",17,"U","GT3","T",2,2,"other","other","course","mother",1,2,"no","yes","no","no","yes","yes","no",5,4,5,1,2,5,2,1330,2285,0,"no",8,11,10,12,0,"no",12,12,12,14,0,"no",4,10,9,11,1.5,FALSE,3114
"115","GP","F",17,"U","GT3","T",2,2,"other","other","course","mother",1,2,"no","yes","no","yes","yes","no","yes",4,2,2,1,1,3,2,1373,2322,0,"no",8,12,11,11,0,"no",4,14,13,13,0,"no",12,11,9,9,1,FALSE,3115
"116","GP","F",17,"U","GT3","T",2,3,"at_home","other","home","father",2,1,"no","yes","no","yes","yes","no","no",3,3,3,1,4,3,2,1233,2219,0,"no",4,10,10,10,0,"no",4,12,13,13,0,"yes",3,7,7,8,2.5,TRUE,3116
"117","GP","F",17,"U","GT3","T",2,4,"at_home","health","reputation","mother",2,2,"no","yes","no","yes","yes","yes","yes",4,3,3,1,1,1,2,1317,2275,0,"no",4,12,13,13,0,"no",6,15,16,16,0,"yes",2,10,10,10,1,FALSE,3117
"118","GP","F",17,"U","GT3","T",2,4,"services","services","reputation","father",1,2,"no","yes","yes","yes","yes","no","no",5,4,2,2,3,5,2,1197,2183,0,"no",0,16,18,17,0,"no",0,17,18,17,0,"no",0,16,17,17,2.5,TRUE,3118
"119","GP","F",17,"U","GT3","T",3,1,"services","services","course","father",1,3,"no","yes","no","no","yes","yes","no",3,4,3,2,3,5,2,1375,2324,0,"no",0,14,16,16,0,"no",0,17,18,17,0,"no",1,12,14,15,2.5,TRUE,3119
"120","GP","F",17,"U","GT3","T",3,2,"health","health","reputation","father",1,4,"no","yes","yes","no","yes","yes","no",5,2,2,1,2,5,2,1350,2304,0,"no",0,18,18,18,0,"no",0,18,18,18,0,"yes",0,17,17,18,1.5,FALSE,3120
"121","GP","F",17,"U","GT3","T",3,2,"other","other","course","mother",1,2,"no","no","yes","no","yes","yes","no",5,3,4,1,3,3,2,1241,2227,0,"no",6,16,16,16,0,"no",2,17,18,17,0,"no",10,16,15,15,2,FALSE,3121
"122","GP","F",17,"U","GT3","T",3,2,"other","other","home","mother",1,2,"no","yes","no","yes","yes","yes","yes",4,3,2,2,3,2,2,1393,2338,0,"no",0,10,10,8,0,"no",0,12,13,15,0,"yes",0,7,8,0,2.5,TRUE,3122
"123","GP","F",17,"U","GT3","T",3,3,"other","other","home","mother",1,3,"no","no","yes","no","yes","no","no",3,2,3,1,1,4,2,1304,2264,0,"no",3,12,10,11,0,"no",2,15,12,13,0,"no",4,10,9,9,1,FALSE,3123
"124","GP","F",17,"U","GT3","T",3,4,"at_home","services","home","mother",1,3,"no","yes","no","yes","yes","yes","yes",4,4,3,3,4,5,2,1220,2206,1,"yes",21,9,9,8,1,"yes",14,8,9,8,1,"yes",28,10,9,9,3.5,TRUE,3124
"125","GP","F",17,"U","GT3","T",3,4,"services","other","course","mother",1,3,"no","no","no","yes","yes","yes","no",4,4,5,1,3,5,2,1392,2336,0,"no",12,14,14,14,0,"no",8,11,13,14,0,"no",16,16,15,15,2,FALSE,3125
"126","GP","F",17,"U","GT3","T",4,2,"other","other","reputation","mother",2,3,"no","yes","no","yes","yes","yes","no",4,3,3,1,1,3,2,1349,2303,0,"no",0,16,14,15,0,"no",0,16,16,16,0,"yes",0,15,12,14,1,FALSE,3126
"127","GP","F",17,"U","GT3","T",4,3,"health","other","reputation","mother",1,3,"no","yes","yes","yes","yes","yes","yes",4,4,3,1,3,4,2,1403,2349,0,"no",0,12,14,14,0,"no",0,11,12,13,0,"yes",0,13,15,15,2,FALSE,3127
"128","GP","F",17,"U","GT3","T",4,3,"health","services","reputation","mother",1,3,"no","yes","no","yes","yes","yes","no",4,2,2,1,2,3,2,1338,2292,0,"no",0,16,16,16,0,"no",0,17,18,18,0,"yes",0,15,15,15,1.5,FALSE,3128
"129","GP","F",17,"U","GT3","T",4,3,"other","other","reputation","mother",1,2,"no","no","no","yes","yes","yes","yes",3,4,5,2,4,1,2,1231,2217,1,"no",19,8,8,7,0,"no",16,11,9,10,2,"yes",22,6,6,4,3,TRUE,3129
"130","GP","F",17,"U","GT3","T",4,4,"other","teacher","course","mother",1,1,"yes","yes","no","yes","yes","no","yes",4,2,1,1,1,4,2,1168,2155,0,"no",0,12,12,12,0,"no",0,13,13,13,0,"no",0,11,11,12,1,FALSE,3130
"131","GP","F",17,"U","GT3","T",4,4,"services","teacher","home","mother",2,1,"no","yes","no","yes","yes","yes","no",4,2,4,2,3,2,2,1213,2199,1,"no",27,16,16,17,1,"no",30,14,15,16,1,"no",24,18,18,18,2.5,TRUE,3131
"132","GP","F",17,"U","GT3","T",4,4,"teacher","services","course","mother",1,3,"no","yes","yes","yes","yes","yes","no",5,4,4,1,3,4,2,1381,2329,0,"no",4,12,10,11,0,"no",0,13,12,13,0,"yes",7,10,9,9,2,FALSE,3132
"133","GP","F",17,"U","GT3","T",4,4,"teacher","teacher","course","mother",2,3,"no","yes","no","no","yes","yes","yes",4,3,3,1,2,4,2,1382,2330,0,"no",4,14,14,14,0,"no",4,15,14,15,0,"yes",4,14,14,14,1.5,FALSE,3133
"134","GP","F",17,"U","LE3","T",0,2,"at_home","at_home","home","father",2,3,"no","no","no","yes","yes","yes","no",3,3,3,2,3,2,2,1376,2325,0,"no",0,15,14,15,0,"no",0,14,14,15,0,"no",0,16,15,15,2.5,TRUE,3134
"135","GP","F",17,"U","LE3","T",2,2,"other","other","course","father",1,1,"no","yes","no","yes","yes","yes","yes",3,4,4,1,3,5,2,1135,2133,0,"no",7,12,12,12,0,"no",2,13,12,12,0,"no",12,10,13,12,2,FALSE,3135
"136","GP","F",17,"U","LE3","T",2,2,"services","other","course","mother",2,2,"yes","yes","no","yes","yes","yes","yes",4,4,4,2,3,5,2,1318,2276,0,"no",6,12,12,12,0,"no",6,12,12,12,0,"yes",6,12,12,12,2.5,TRUE,3136
"137","GP","F",17,"U","LE3","T",2,2,"services","services","course","father",1,4,"no","no","yes","yes","yes","yes","yes",3,4,1,1,1,2,2,1299,2260,0,"no",1,10,10,6,0,"no",2,10,11,12,0,"yes",0,10,9,0,1,FALSE,3137
"138","GP","F",17,"U","LE3","T",2,4,"services","services","course","father",1,2,"no","no","yes","yes","yes","yes","yes",4,3,2,1,1,5,2,1210,2196,0,"no",4,14,15,16,0,"no",8,14,15,16,0,"no",0,14,15,15,1,FALSE,3138
"139","GP","F",17,"U","LE3","T",3,2,"other","other","reputation","mother",2,2,"no","no","no","yes","yes","yes","no",4,4,4,1,3,1,2,1230,2216,0,"no",2,14,16,15,0,"no",2,14,16,15,0,"yes",2,14,15,15,2,FALSE,3139
"140","GP","F",17,"U","LE3","T",3,3,"other","other","reputation","mother",1,2,"no","yes","yes","yes","yes","yes","yes",5,3,3,2,3,1,2,1198,2184,0,"no",44,12,11,11,0,"no",32,14,13,14,0,"no",56,9,9,8,2.5,TRUE,3140
"141","GP","F",17,"U","LE3","T",4,2,"teacher","services","reputation","mother",1,4,"no","yes","yes","yes","yes","yes","no",4,2,3,1,1,4,2,1290,2257,0,"no",4,14,14,15,0,"no",2,14,15,17,0,"yes",6,14,12,13,1,FALSE,3141
"142","GP","F",17,"U","LE3","T",4,3,"health","other","reputation","father",1,2,"no","no","yes","yes","yes","yes","yes",3,2,3,1,2,3,2,1245,2231,0,"no",7,14,12,13,0,"no",0,14,12,12,0,"no",14,13,13,14,1.5,FALSE,3142
"143","GP","F",18,"R","GT3","A",3,2,"other","services","home","mother",2,2,"no","no","no","no","no","yes","yes",4,1,1,1,1,5,2,1319,2277,0,"no",45,11,9,10,0,"no",15,12,9,10,0,"no",75,10,9,9,1,FALSE,3143
"144","GP","F",18,"R","GT3","T",1,1,"at_home","other","course","mother",3,1,"no","yes","yes","no","yes","no","no",5,2,5,1,5,4,2,1171,2158,3,"no",6,10,9,10,3,"no",6,11,10,11,3,"no",6,9,8,10,3,TRUE,3144
"145","GP","F",18,"R","GT3","T",2,1,"other","other","reputation","mother",2,2,"no","yes","no","yes","no","yes","yes",4,3,5,1,2,3,2,1311,2270,0,"no",6,7,4,5,0,"no",12,8,9,10,0,"no",0,6,0,0,1.5,FALSE,3145
"146","GP","F",18,"R","GT3","T",2,2,"at_home","other","course","mother",2,4,"no","no","yes","yes","yes","no","no",4,4,4,1,1,4,2,1391,2335,0,"no",3,12,11,7,0,"no",6,14,13,14,0,"no",0,10,9,0,1,FALSE,3146
"147","GP","F",18,"R","GT3","T",3,1,"other","other","reputation","mother",1,2,"no","no","yes","yes","yes","yes","yes",5,3,3,1,1,4,2,1240,2226,0,"no",10,8,8,8,0,"no",4,8,8,8,1,"no",16,9,8,7,1,FALSE,3147
"148","GP","F",18,"R","GT3","T",4,4,"teacher","other","reputation","mother",2,2,"no","no","yes","yes","yes","yes","no",4,3,4,2,2,4,2,1309,2268,0,"no",8,11,10,12,0,"no",8,10,11,12,0,"yes",8,12,10,11,2,FALSE,3148
"149","GP","F",18,"R","LE3","T",1,1,"at_home","other","reputation","mother",2,4,"no","yes","yes","yes","yes","no","no",5,2,2,1,1,3,2,1328,2283,0,"no",2,14,14,15,0,"no",2,17,17,18,0,"yes",1,12,12,12,1,FALSE,3149
"150","GP","F",18,"U","GT3","A",4,4,"at_home","teacher","course","mother",2,2,"yes","no","no","yes","yes","no","no",4,3,4,1,1,3,2,1001,2001,0,"no",5,2,8,8,0,"no",4,0,11,11,0,"no",6,5,6,6,1,FALSE,3150
"151","GP","F",18,"U","GT3","T",1,1,"other","other","home","mother",2,2,"yes","no","yes","yes","yes","yes","no",5,4,4,1,1,4,2,1329,2284,0,"no",2,10,11,12,0,"no",0,12,13,13,0,"no",4,8,9,10,1,FALSE,3151
"152","GP","F",18,"U","GT3","T",2,1,"other","other","course","other",2,3,"no","yes","no","no","yes","yes","yes",4,4,4,1,1,3,2,1276,2245,0,"no",5,10,5,6,0,"no",10,12,10,11,0,"yes",0,7,0,0,1,FALSE,3152
"153","GP","F",18,"U","GT3","T",2,1,"services","other","course","mother",2,2,"no","yes","yes","yes","yes","yes","no",5,3,3,1,2,1,2,1355,2317,0,"no",1,10,10,8,0,"no",2,12,12,15,0,"yes",0,8,8,0,1.5,FALSE,3153
"154","GP","F",18,"U","GT3","T",2,2,"at_home","at_home","other","mother",1,3,"no","yes","no","yes","yes","yes","no",4,3,3,1,2,2,2,1333,2287,0,"no",2,18,18,18,0,"no",0,18,18,18,0,"yes",5,18,18,19,1.5,FALSE,3154
"155","GP","F",18,"U","GT3","T",2,2,"at_home","services","home","mother",1,3,"no","yes","yes","yes","yes","yes","yes",4,3,3,1,1,3,2,1305,2265,0,"no",0,10,11,6,0,"no",0,11,12,13,0,"yes",0,9,10,0,1,FALSE,3155
"156","GP","F",18,"U","GT3","T",2,3,"at_home","other","course","mother",1,3,"no","yes","no","yes","yes","yes","no",4,3,3,1,2,3,2,1399,2345,0,"no",2,11,11,12,0,"no",0,11,12,14,0,"no",4,11,10,10,1.5,FALSE,3156
"157","GP","F",18,"U","GT3","T",2,3,"other","services","reputation","father",1,4,"no","yes","yes","yes","yes","yes","yes",4,5,5,1,3,2,2,1313,2272,0,"no",7,16,15,15,0,"no",10,16,16,16,0,"yes",4,15,14,14,2,FALSE,3157
"158","GP","F",18,"U","GT3","T",3,2,"other","services","other","mother",1,3,"no","no","no","yes","yes","yes","yes",5,4,3,2,3,1,2,1400,2346,0,"no",6,14,14,16,0,"no",4,14,16,17,0,"no",7,13,13,14,2.5,TRUE,3158
"159","GP","F",18,"U","GT3","T",3,3,"services","services","home","mother",1,2,"no","no","yes","yes","yes","yes","no",5,3,4,1,1,4,2,1389,2333,0,"no",4,8,6,6,0,"no",8,10,11,12,0,"no",0,7,0,0,1,FALSE,3159
"160","GP","F",18,"U","GT3","T",4,3,"other","other","course","mother",1,3,"no","yes","yes","yes","yes","yes","yes",4,3,4,1,1,5,2,1358,2318,0,"no",6,12,12,13,0,"no",2,14,15,17,0,"yes",9,9,10,9,1,FALSE,3160
"161","GP","F",18,"U","GT3","T",4,3,"other","other","reputation","father",1,4,"no","yes","no","yes","yes","yes","no",4,3,3,1,1,3,2,1344,2299,0,"no",0,15,15,16,0,"no",0,16,17,17,0,"yes",0,14,13,14,1,FALSE,3161
"162","GP","F",18,"U","GT3","T",4,3,"services","other","home","father",1,2,"no","yes","no","yes","yes","yes","yes",3,1,2,1,3,2,2,1301,2261,0,"no",12,16,16,16,0,"no",2,15,15,15,0,"yes",21,17,18,18,2,FALSE,3162
"163","GP","F",18,"U","GT3","T",4,4,"health","health","reputation","father",1,2,"yes","yes","yes","yes","yes","yes","yes",2,4,4,1,1,4,2,1321,2279,1,"no",8,12,10,10,1,"no",2,14,12,13,1,"no",15,9,8,8,1,FALSE,3163
"164","GP","F",18,"U","GT3","T",4,4,"teacher","other","course","mother",1,2,"no","yes","no","yes","yes","yes","no",4,4,4,3,3,5,2,1363,2320,0,"no",1,12,11,12,0,"no",0,12,11,13,0,"yes",2,11,11,11,3,TRUE,3164
"165","GP","F",18,"U","LE3","A",4,4,"health","other","home","mother",1,2,"no","yes","no","yes","yes","yes","yes",4,2,4,1,1,4,2,1346,2301,0,"yes",7,13,12,13,0,"yes",0,14,15,15,0,"no",14,12,10,11,1,FALSE,3165
"166","GP","F",18,"U","LE3","T",1,1,"other","other","home","mother",2,2,"no","yes","no","no","yes","no","no",4,4,3,1,1,3,2,1314,2273,0,"no",2,12,12,12,0,"no",2,13,13,13,0,"yes",2,11,11,11,1,FALSE,3166
"167","GP","F",18,"U","LE3","T",2,2,"other","other","home","other",1,2,"no","no","yes","no","yes","yes","yes",4,3,3,1,1,2,2,1390,2334,0,"no",0,9,8,6,0,"no",0,10,9,12,0,"no",0,8,8,0,1,FALSE,3167
"168","GP","F",18,"U","LE3","T",3,3,"services","services","home","mother",1,4,"no","yes","no","yes","yes","yes","no",5,3,3,1,1,1,2,1394,2339,0,"no",6,15,14,16,0,"no",4,14,14,15,0,"no",7,16,15,17,1,FALSE,3168
"169","GP","F",18,"U","LE3","T",4,3,"other","other","home","other",2,2,"no","yes","no","yes","yes","yes","yes",4,4,5,1,2,2,2,1343,2298,0,"no",5,12,11,11,0,"no",0,13,14,14,0,"yes",10,10,8,8,1.5,FALSE,3169
"170","GP","F",19,"U","GT3","T",0,1,"at_home","other","course","other",1,2,"no","yes","no","no","no","no","no",3,4,2,1,1,5,2,1128,2128,2,"no",1,8,9,10,2,"no",0,9,10,11,3,"no",2,7,8,9,1,FALSE,3170
"171","GP","F",19,"U","GT3","T",3,3,"other","other","reputation","other",1,4,"no","yes","yes","yes","yes","yes","no",4,3,3,1,2,3,2,1225,2211,0,"no",7,10,10,10,0,"no",4,12,12,12,0,"yes",10,8,8,8,1.5,FALSE,3171
"172","GP","F",19,"U","GT3","T",3,3,"other","services","home","other",1,2,"no","yes","yes","yes","yes","yes","no",4,3,5,3,3,5,2,1312,2271,1,"no",16,10,10,10,0,"no",16,11,12,12,2,"yes",15,9,9,9,3,TRUE,3172
"173","GP","F",19,"U","GT3","T",4,4,"health","other","reputation","other",2,2,"no","yes","yes","yes","yes","yes","no",2,3,4,2,3,2,2,1342,2297,0,"no",1,12,11,6,0,"no",2,14,13,13,0,"yes",0,10,9,0,2.5,TRUE,3173
"174","GP","M",15,"R","GT3","T",2,1,"health","services","reputation","mother",1,2,"no","no","yes","yes","yes","yes","yes",5,4,2,1,1,5,2,1115,2115,0,"no",6,10,9,10,0,"no",4,10,9,10,0,"no",8,9,9,9,1,FALSE,3174
"175","GP","M",15,"R","GT3","T",2,3,"at_home","services","course","mother",1,2,"yes","no","yes","yes","yes","no","no",4,4,4,1,1,1,2,1169,2156,0,"yes",1,9,8,8,0,"yes",0,7,8,8,0,"yes",2,11,8,8,1,FALSE,3175
"176","GP","M",15,"R","GT3","T",3,4,"at_home","teacher","course","mother",4,2,"no","yes","no","yes","yes","no","yes",5,3,3,1,1,5,2,1139,2135,0,"no",1,10,6,6,0,"no",2,12,11,11,0,"no",0,9,0,0,1,FALSE,3176
"177","GP","M",15,"R","GT3","T",4,3,"teacher","at_home","course","mother",1,2,"no","yes","yes","yes","yes","yes","yes",4,5,2,1,1,5,2,1033,2033,0,"no",0,15,15,16,0,"no",0,13,14,15,0,"no",0,17,16,16,1,FALSE,3177
"178","GP","M",15,"R","GT3","T",4,4,"other","other","home","father",4,4,"no","yes","yes","yes","yes","yes","yes",1,3,5,3,5,1,2,1109,2109,0,"no",7,11,12,12,0,"no",8,12,10,11,0,"yes",6,10,13,13,4,TRUE,3178
"179","GP","M",15,"U","GT3","A",2,2,"other","other","home","other",1,3,"no","yes","no","yes","yes","yes","yes",4,5,2,1,1,3,2,1015,2015,0,"no",0,14,15,16,0,"no",0,14,14,15,0,"no",0,14,16,16,1,FALSE,3179
"180","GP","M",15,"U","GT3","A",3,4,"services","other","course","mother",1,2,"no","yes","yes","yes","yes","yes","no",5,4,4,1,1,1,2,1105,2105,0,"no",0,16,17,17,0,"no",0,16,16,16,0,"yes",0,16,18,18,1,FALSE,3180
"181","GP","M",15,"U","GT3","A",4,4,"other","services","reputation","mother",1,4,"no","yes","yes","no","yes","yes","yes",1,3,3,5,5,3,2,1067,2067,0,"no",2,12,12,12,0,"no",0,11,12,12,0,"no",4,13,13,12,5,TRUE,3181
"182","GP","M",15,"U","GT3","T",2,2,"other","other","home","mother",1,1,"no","yes","no","yes","yes","yes","no",4,2,2,1,2,5,2,1027,2027,0,"no",5,12,12,12,0,"no",8,11,12,12,0,"yes",2,12,12,11,1.5,FALSE,3182
"183","GP","M",15,"U","GT3","T",2,2,"services","services","course","father",1,1,"yes","yes","no","yes","yes","yes","no",5,4,1,1,1,1,2,1044,2044,0,"no",0,8,9,10,0,"no",0,9,10,10,0,"no",0,8,8,11,1,FALSE,3183
"184","GP","M",15,"U","GT3","T",2,2,"services","services","home","father",1,4,"no","yes","yes","yes","yes","yes","no",5,5,4,1,2,5,2,1122,2122,0,"no",6,15,14,14,0,"no",6,14,13,13,0,"yes",6,16,14,15,1.5,FALSE,3184
"185","GP","M",15,"U","GT3","T",2,3,"other","other","home","mother",1,3,"yes","no","no","no","yes","yes","no",5,3,2,1,2,5,2,1082,2082,0,"no",3,10,10,10,0,"no",2,10,9,9,0,"yes",4,11,10,11,1.5,FALSE,3185
"186","GP","M",15,"U","GT3","T",2,3,"other","services","course","father",1,1,"yes","yes","yes","no","yes","yes","yes",3,2,2,1,3,3,2,1081,2081,0,"no",1,10,12,12,0,"no",0,11,11,12,0,"yes",2,10,12,12,2,FALSE,3186
"187","GP","M",15,"U","GT3","T",3,4,"other","other","home","mother",1,2,"no","yes","yes","yes","yes","yes","no",5,5,1,1,1,5,2,1010,2010,0,"no",0,13,14,14,0,"no",0,12,12,13,0,"yes",0,14,15,15,1,FALSE,3187
"188","GP","M",15,"U","GT3","T",3,4,"other","other","reputation","father",1,1,"no","no","no","yes","yes","yes","no",3,4,3,1,2,4,2,1120,2120,0,"no",4,14,13,14,0,"no",2,14,13,14,0,"no",6,14,13,13,1.5,FALSE,3188
"189","GP","M",15,"U","GT3","T",3,4,"services","services","home","father",1,1,"yes","no","no","yes","yes","yes","no",5,5,5,3,2,5,2,1126,2126,0,"no",1,11,11,10,0,"no",2,9,9,9,0,"no",0,13,13,12,2.5,TRUE,3189
"190","GP","M",15,"U","GT3","T",4,0,"teacher","other","course","mother",2,4,"no","no","yes","yes","yes","yes","no",3,4,3,1,1,1,2,1077,2077,0,"no",4,12,11,10,0,"no",0,12,11,11,0,"no",8,11,11,10,1,FALSE,3190
"191","GP","M",15,"U","GT3","T",4,2,"health","services","other","mother",1,1,"no","no","no","yes","yes","yes","no",2,2,4,2,4,1,2,1028,2028,0,"no",2,13,14,13,0,"no",0,11,11,11,0,"yes",4,15,16,15,3,TRUE,3191
"192","GP","M",15,"U","GT3","T",4,2,"other","other","course","mother",1,4,"no","no","no","yes","yes","yes","no",3,3,3,1,1,3,2,1072,2072,0,"no",0,10,10,10,0,"no",0,11,9,10,0,"no",0,10,10,10,1,FALSE,3192
"193","GP","M",15,"U","GT3","T",4,2,"teacher","other","home","mother",1,2,"no","yes","no","yes","yes","no","no",4,3,3,2,2,5,2,1049,2049,0,"no",3,13,14,14,0,"no",4,11,12,13,0,"yes",2,15,15,14,2,FALSE,3193
"194","GP","M",15,"U","GT3","T",4,3,"teacher","other","course","mother",2,2,"no","yes","no","yes","yes","yes","no",5,4,3,1,2,3,2,1014,2014,0,"no",1,11,11,12,0,"no",0,12,12,13,0,"yes",2,10,10,11,1.5,FALSE,3194
"195","GP","M",15,"U","GT3","T",4,3,"teacher","other","home","mother",1,2,"no","yes","yes","yes","yes","yes","no",4,3,3,2,3,5,2,1076,2076,0,"no",3,10,10,10,0,"no",0,11,11,11,0,"yes",6,9,9,10,2.5,TRUE,3195
"196","GP","M",15,"U","GT3","T",4,3,"teacher","other","reputation","mother",1,2,"no","no","no","yes","yes","yes","no",4,4,1,1,1,1,2,1021,2021,0,"no",0,12,14,14,0,"no",0,12,13,14,0,"no",0,13,14,15,1,FALSE,3196
"197","GP","M",15,"U","GT3","T",4,3,"teacher","services","course","father",2,4,"yes","yes","no","yes","yes","yes","no",2,2,2,1,1,3,2,1150,2141,0,"no",3,8,10,6,0,"no",6,9,11,11,0,"no",0,7,9,0,1,FALSE,3197
"198","GP","M",15,"U","GT3","T",4,4,"health","health","other","father",1,1,"no","yes","no","yes","yes","yes","no",5,4,2,1,1,5,2,1022,2022,0,"yes",0,12,14,14,0,"yes",0,11,12,12,0,"yes",0,12,15,15,1,FALSE,3198
"199","GP","M",15,"U","GT3","T",4,4,"health","services","home","mother",1,2,"no","yes","no","no","yes","yes","no",5,4,2,3,4,5,2,1031,2031,0,"yes",0,10,11,12,0,"yes",0,10,11,11,0,"yes",0,9,11,12,3.5,TRUE,3199
"200","GP","M",15,"U","GT3","T",4,4,"other","teacher","reputation","father",2,2,"no","yes","yes","yes","yes","no","no",4,4,3,1,1,2,2,1117,2117,0,"no",3,14,14,15,0,"no",4,16,15,16,0,"no",2,11,13,14,1,FALSE,3200
"201","GP","M",15,"U","GT3","T",4,4,"services","other","course","mother",1,1,"no","yes","yes","no","yes","yes","no",5,3,3,1,1,5,2,1103,2103,0,"yes",3,11,13,13,0,"yes",2,12,13,12,0,"no",4,10,13,14,1,FALSE,3201
"202","GP","M",15,"U","GT3","T",4,4,"services","services","reputation","mother",2,2,"no","yes","yes","yes","yes","yes","no",4,3,1,1,1,5,2,1032,2032,0,"no",1,16,16,16,0,"no",2,15,15,15,0,"no",0,17,16,17,1,FALSE,3202
"203","GP","M",15,"U","GT3","T",4,4,"services","teacher","course","father",1,2,"no","yes","yes","yes","yes","yes","no",4,3,3,1,1,5,2,1043,2043,0,"no",1,16,16,16,0,"no",0,14,15,15,0,"no",2,19,18,18,1,FALSE,3203
"204","GP","M",15,"U","GT3","T",4,4,"teacher","health","reputation","mother",1,2,"no","yes","yes","yes","yes","no","no",3,2,2,1,1,5,2,1058,2058,0,"no",6,14,15,16,0,"no",8,15,15,16,0,"no",4,14,15,15,1,FALSE,3204
"205","GP","M",15,"U","LE3","A",2,1,"services","other","course","mother",4,1,"no","no","no","yes","yes","yes","no",4,5,5,2,5,5,2,1163,2150,2,"no",0,10,10,10,0,"no",0,12,11,11,3,"no",0,8,9,10,3.5,TRUE,3205
"206","GP","M",15,"U","LE3","A",3,2,"services","other","home","mother",1,2,"no","yes","no","yes","yes","yes","no",4,2,2,1,1,1,2,1009,2009,0,"no",0,16,17,18,0,"no",0,15,16,17,0,"yes",0,16,18,19,1,FALSE,3206
"207","GP","M",15,"U","LE3","A",4,2,"health","health","other","father",2,1,"no","no","no","yes","yes","no","no",5,5,5,3,4,5,2,1053,2053,0,"no",5,10,10,10,0,"no",4,10,9,9,1,"no",6,11,11,10,3.5,TRUE,3207
"208","GP","M",15,"U","LE3","A",4,4,"teacher","teacher","course","mother",1,1,"no","no","yes","yes","yes","yes","no",5,5,3,1,1,4,2,1111,2111,0,"no",5,16,16,16,0,"no",4,13,14,14,0,"no",6,18,19,19,1,FALSE,3208
"209","GP","M",15,"U","LE3","T",1,2,"other","at_home","home","father",1,2,"yes","yes","yes","yes","yes","yes","no",4,3,2,1,1,5,2,1059,2059,0,"no",1,12,12,12,0,"no",0,14,13,14,0,"no",2,9,10,9,1,FALSE,3209
"210","GP","M",15,"U","LE3","T",2,2,"services","health","reputation","mother",1,4,"no","yes","yes","yes","yes","yes","no",4,3,4,1,1,4,2,1095,2095,0,"no",4,11,12,13,0,"no",2,11,12,12,0,"no",6,11,13,14,1,FALSE,3210
"211","GP","M",15,"U","LE3","T",2,2,"services","services","home","mother",2,2,"no","no","yes","yes","yes","yes","no",5,3,3,1,3,4,2,1084,2084,0,"yes",3,14,14,14,0,"yes",2,13,12,13,0,"yes",4,15,15,15,2,FALSE,3211
"212","GP","M",15,"U","LE3","T",3,3,"other","other","course","mother",1,2,"no","no","yes","no","yes","yes","no",5,3,2,1,1,2,2,1034,2034,0,"no",0,10,11,12,0,"no",0,13,12,12,0,"no",0,8,10,12,1,FALSE,3212
"213","GP","M",15,"U","LE3","T",4,2,"teacher","other","course","mother",1,1,"no","no","no","yes","yes","yes","no",3,5,2,1,1,3,2,1114,2114,0,"no",10,18,18,18,0,"no",10,18,17,18,0,"no",10,18,19,19,1,FALSE,3213
"214","GP","M",15,"U","LE3","T",4,3,"teacher","services","home","mother",1,3,"no","yes","yes","yes","yes","yes","no",5,4,3,1,1,4,2,1037,2037,0,"no",1,14,15,16,0,"no",0,14,14,14,0,"no",2,15,16,18,1,FALSE,3214
